X-Coordinate,Y-Coordinate
-73.55399249999999,45.5086699
-91.1403196,30.4582829
-112.0740373,33.4483771
-77.0364641,38.90723089999999
-122.4442906,47.2528768
-51.2176584,-30.0346471
-76.9455301,38.9559442
-93.26666999999999,44.983334
-82.99879419999999,39.9611755
-79.3831843,43.653226
-96.80045109999999,32.7801399
-85.7584557,38.2526647
-82.99879419999999,39.9611755
-86.2516406,33.1731716
